playerId,shortName,firstName,lastName,teamId,teamName,position_code,position_name_ro,role_general,foot,birthDate,nationality,height_cm,weight_kg,matchesPlayed,totalMinutes,total_goals,total_assists,total_shots,total_shotsOnTarget,total_yellowCards,total_redCards,total_passes,total_successfulPasses,total_dribbles,total_successfulDribbles,total_duels,total_duelsWon,total_losses,total_ownHalfLosses,total_dangerousOwnHalfLosses,total_interceptions,total_recoveries,avg_goals,avg_assists,avg_shots,avg_passes,avg_successfulPasses,avg_losses,avg_ownHalfLosses,avg_dangerousOwnHalfLosses,avg_duels,avg_duelsWon,pct_successfulPasses,pct_duelsWon,pct_successfulDribbles,pct_shotsOnTarget,position_name_en,total_matches,total_matchesInStart,total_matchesSubstituted,total_matchesComingOff,total_minutesOnField,total_minutesTagged,total_headShots,total_directRedCards,total_penalties,total_linkupPlays,total_defensiveDuels,total_defensiveDuelsWon,total_offensiveDuels,total_offensiveDuelsWon,total_aerialDuels,total_aerialDuelsWon,total_fouls,total_smartPasses,total_successfulSmartPasses,total_passesToFinalThird,total_successfulPassesToFinalThird,total_crosses,total_successfulCrosses,total_forwardPasses,total_successfulForwardPasses,total_backPasses,total_successfulBackPasses,total_throughPasses,total_successfulThroughPasses,total_keyPasses,total_successfulKeyPasses,total_verticalPasses,total_successfulVerticalPasses,total_longPasses,total_successfulLongPasses,total_defensiveActions,total_successfulDefensiveAction,total_attackingActions,total_successfulAttackingActions,total_freeKicks,total_freeKicksOnTarget,total_directFreeKicks,total_directFreeKicksOnTarget,total_corners,total_successfulPenalties,total_successfulLinkupPlays,total_accelerations,total_pressingDuels,total_pressingDuelsWon,total_looseBallDuels,total_looseBallDuelsWon,total_missedBalls,total_shotAssists,total_shotOnTargetAssists,total_opponentHalfRecoveries,total_dangerousOpponentHalfRecoveries,total_xgShot,total_xgAssist,total_xgSave,total_receivedPass,total_touchInBox,total_progressiveRun,total_offsides,total_clearances,total_secondAssists,total_thirdAssists,total_shotsBlocked,total_foulsSuffered,total_progressivePasses,total_counterpressingRecoveries,total_slidingTackles,total_goalKicks,total_dribblesAgainst,total_dribblesAgainstWon,total_goalKicksShort,total_goalKicksLong,total_successfulProgressivePasses,total_successfulSlidingTackles,total_successfulGoalKicks,total_fieldAerialDuels,total_fieldAerialDuelsWon,total_gkCleanSheets,total_gkConcededGoals,total_gkShotsAgainst,total_gkExits,total_gkSuccessfulExits,total_gkAerialDuels,total_gkAerialDuelsWon,total_gkSaves,total_newDuelsWon,total_newDefensiveDuelsWon,total_newOffensiveDuelsWon,total_newSuccessfulDribbles,total_lateralPasses,total_successfulLateralPasses,avg_passLength,avg_longPassLength,avg_dribbleDistanceFromOpponentGoal,avg_ballRecoveries,avg_defensiveDuels,avg_offensiveDuels,avg_aerialDuels,avg_fouls,avg_smartPasses,avg_passesToFinalThird,avg_crosses,avg_dribbles,avg_headShots,avg_interceptions,avg_successfulDefensiveAction,avg_yellowCards,avg_redCards,avg_directRedCards,avg_successfulAttackingActions,avg_freeKicks,avg_directFreeKicks,avg_corners,avg_penalties,avg_accelerations,avg_looseBallDuels,avg_missedBalls,avg_forwardPasses,avg_backPasses,avg_throughPasses,avg_keyPasses,avg_verticalPasses,avg_longPasses,avg_shotAssists,avg_shotOnTargetAssists,avg_linkupPlays,avg_opponentHalfRecoveries,avg_dangerousOpponentHalfRecoveries,avg_ballLosses,avg_defensiveDuelsWon,avg_offensiveDuelsWon,avg_successfulSmartPasses,avg_successfulCrosses,avg_successfulForwardPasses,avg_successfulBackPasses,avg_successfulThroughPasses,avg_successfulKeyPasses,avg_successfulVerticalPasses,avg_successfulLongPasses,avg_successfulDribbles,avg_defensiveActions,avg_attackingActions,avg_freeKicksOnTarget,avg_directFreeKicksOnTarget,avg_successfulPenalties,avg_successfulLinkupPlays,avg_looseBallDuelsWon,avg_successfulPassesToFinalThird,avg_xgShot,avg_xgAssist,avg_xgSave,avg_receivedPass,avg_touchInBox,avg_progressiveRun,avg_offsides,avg_clearances,avg_secondAssists,avg_thirdAssists,avg_foulsSuffered,avg_progressivePasses,avg_counterpressingRecoveries,avg_slidingTackles,avg_goalKicks,avg_shotsBlocked,avg_shotsOnTarget,avg_successfulProgressivePasses,avg_successfulSlidingTackles,avg_successfulGoalKicks,avg_dribblesAgainst,avg_dribblesAgainstWon,avg_goalKicksShort,avg_goalKicksLong,avg_fieldAerialDuels,avg_fieldAerialDuelsWon,avg_gkConcededGoals,avg_gkShotsAgainst,avg_gkExits,avg_gkAerialDuels,avg_gkSaves,avg_gkSuccessfulExits,avg_gkAerialDuelsWon,avg_newDuelsWon,avg_newDefensiveDuelsWon,avg_newOffensiveDuelsWon,avg_newSuccessfulDribbles,avg_lateralPasses,avg_successfulLateralPasses,pct_defensiveDuelsWon,pct_offensiveDuelsWon,pct_aerialDuelsWon,pct_successfulSmartPasses,pct_successfulPassesToFinalThird,pct_successfulCrosses,pct_headShotsOnTarget,pct_goalConversion,pct_directFreeKicksOnTarget,pct_penaltiesConversion,pct_win,pct_successfulForwardPasses,pct_successfulBackPasses,pct_successfulThroughPasses,pct_successfulKeyPasses,pct_successfulVerticalPasses,pct_successfulLongPasses,pct_successfulShotAssists,pct_successfulLinkupPlays,pct_yellowCardsPerFoul,pct_successfulProgressivePasses,pct_successfulSlidingTackles,pct_successfulGoalKicks,pct_dribblesAgainstWon,pct_fieldAerialDuelsWon,pct_gkSaves,pct_gkSuccessfulExits,pct_gkAerialDuelsWon,pct_newDuelsWon,pct_newDefensiveDuelsWon,pct_newOffensiveDuelsWon,pct_newSuccessfulDribbles,pct_successfulLateralPasses
489204,R. Espinosa,Renato,Espinosa Torres,11663,FC Unirea Slobozia,cf,Atacant Central,Forward,right,7/6/1998,Peru,185,70,21,1387,9,0,21,13,0,0,256,176,7,4,245,78,174,50,9,29,36,0.347,0,0.984,14.271,9.913,9.069,2.536,0.532,12.907,3.957,56.238,33.241,19.048,26.588,Striker,21,15,11,6,1387,1387,5,0,2,13,28,6,63,26,89,25,21,0,0,27,16,5,1,56,24,92,75,0,0,2,2,48,36,11,6,61,48,33,17,0,0,0,0,0,2,10,3,28,0,65,21,16,3,2,18,1,5.8,0.08,0,137,29,9,14,19,0,0,3,25,31,27,4,0,5,3,0,0,14,2,0,89,25,0,0,0,0,0,0,0,0,85,15,24,3,48,36,13.713,18.26,9.348,1.782,1.546,3.21,4.72,1.236,0,1.539,0.247,0.402,0.237,1.521,2.554,0,0,0,0.777,0,0,0,0.105,0.132,3.433,0.803,3.25,5.132,0,0.112,2.554,0.665,0.175,0.112,0.78,0.972,0.066,0,0.299,1.14,0,0.047,1.447,4.233,0,0.112,1.957,0.321,0.205,3.352,1.634,0,0,0.105,0.6,1.202,0.85,0.28,0.005,0,7.4,1.579,0.43,0.742,1.023,0,0,1.238,1.808,1.346,0.285,0,0.194,0.549,0.826,0.175,0,0.299,0.163,0,0,4.72,1.315,0,0,0,0,0,0,0,4.338,0.748,1.072,0.182,2.554,1.957,15.397,35.381,21.421,0,36.508,4.762,7.143,26.19,0,9.524,23.81,38.242,65.856,0,9.524,61.508,23.81,9.524,33.333,0,38.095,9.524,0,14.286,21.421,0,0,0,28.069,36.19,25.91,14.286,61.508
489688,A. Tirlea,Alexandru,Tirlea,11943,Metaloglobus,rb,Fundaș Lateral Dreapta,Defender,right,3/28/2000,Spain,182,72,9,844,0,0,2,0,1,0,285,223,6,4,146,41,83,40,8,47,69,0,0,0.2,30.62,24.031,8.732,4.216,0.834,15.45,4.513,77.459,29.831,22.222,0,Right Back,9,9,1,0,844,844,0,0,0,0,79,19,41,14,12,3,7,0,0,35,24,17,7,124,86,52,51,1,0,4,4,65,50,34,20,127,101,25,8,0,0,0,0,0,0,0,3,4,0,14,5,3,6,4,10,0,0.12,0.63,0,205,13,12,0,14,0,0,5,5,68,29,1,0,40,20,0,0,44,1,0,12,3,0,0,0,0,0,0,0,0,72,53,11,1,65,50,17.351,31.118,10.611,7.478,8.282,4.31,1.321,0.713,0,3.666,1.791,0.623,0,4.873,10.63,0.106,0,0,0.867,0,0,0,0,0.307,1.537,0.357,13.243,5.598,0.151,0.459,7.098,3.647,0.661,0.459,0,1.089,0,0,2.102,1.494,0,0.766,9.189,5.493,0,0.459,5.497,2.159,0.412,13.307,2.614,0,0,0,0,0.617,2.447,0.011,0.071,0,21.952,1.349,1.24,0,1.472,0,0,0.517,7.232,3.121,0.151,0,0.512,0,4.653,0.151,0,4.131,2.069,0,0,1.321,0.299,0,0,0,0,0,0,0,7.703,5.603,1.186,0.101,7.098,5.497,29.503,39.321,11.111,0,70.741,29.63,0,0,0,0,22.222,68.859,87.037,0,44.444,75.476,62.593,11.111,0,5.556,67.682,11.111,0,44.233,11.111,0,0,0,50.889,68.68,35.123,5.556,75.476
491990,B. Doukansy,Brahima,Doukansy,60390,Petrolul 52,amf,Mijlocaș Central Dr.,Midfielder,right,8/21/1999,France,192,80,14,610,0,0,4,2,0,0,219,172,9,8,137,53,65,16,5,20,46,0,0,0.254,11.314,9.333,3.865,1.286,0.399,8.683,2.646,35.53,41.311,40.476,2.381,Right Centre Midfielder,14,6,5,8,610,610,1,0,0,0,38,8,48,23,28,15,10,2,0,42,25,4,1,75,46,39,34,4,0,0,0,73,62,19,4,58,47,19,8,0,0,0,0,0,0,0,3,3,0,23,7,3,3,0,22,2,0.54,0.11,0,148,3,7,0,6,2,0,2,9,35,25,0,0,8,4,0,0,27,0,0,28,15,0,0,0,0,0,0,0,0,62,27,13,5,73,62,18.069,23.626,18.221,1.477,2.553,3.254,1.093,0.75,0.084,2.311,0.241,0.368,0,1.226,3.04,0,0,0,0.295,0,0,0,0,0.253,1.784,0.063,3.554,2.153,0,0,3.984,0.579,0.231,0,0,1.162,0.199,0,0.22,1.36,0,0.084,2.331,1.858,0,0,3.584,0.157,0.304,3.779,0.947,0,0,0,0,0.581,1.677,0.032,0.008,0,7.851,0.084,0.316,0,0.484,0.063,0,0.476,1.486,0.698,0,0,0.199,0.084,1.16,0,0,0.506,0.295,0,0,1.093,0.484,0,0,0,0,0,0,0,3.419,1.814,0.539,0.126,3.984,3.584,26.666,42.409,9.821,0,31.803,7.143,0,0,0,0,7.143,28.794,32.781,0,0,38.266,8.571,7.143,0,0,22.976,0,0,9.524,9.821,0,0,0,17.901,30.986,9.334,4.762,38.266
493487,Kazu,Christian Kendji,Wagatsuma Ferreira,11571,FC Oțelul Galați,lb,Fundaș Lateral Stânga,Defender,left,3/18/2000,Brazil,176,70,17,1034,1,0,9,1,5,0,385,292,23,12,191,64,139,52,10,44,92,0.061,0,0.541,22.577,17.111,7.422,2.98,0.474,10.903,3.625,48.971,29.898,30,2.941,Left Back,17,12,6,5,1034,1034,0,0,0,2,88,19,51,25,26,10,13,0,0,47,28,28,8,146,99,70,67,1,0,0,0,97,74,46,20,134,99,60,21,1,0,0,0,0,0,1,1,6,0,26,10,7,2,0,28,2,0.15,0.26,0,283,7,22,1,25,1,0,4,17,83,38,2,0,25,10,0,0,51,0,0,26,10,0,0,0,0,0,0,0,0,99,53,26,12,97,74,16.603,20.591,29.324,5.234,5.121,2.445,1.628,0.746,0,2.932,1.613,1.198,0,2.435,5.844,0.303,0,0,1.216,0,0,0,0,0,1.707,0.259,9.071,3.895,0.051,0,5.525,2.948,0.167,0,0,1.508,0.102,0,1.149,1.261,0,0.449,6.225,3.702,0,0,4.206,1.267,0.715,7.781,3.352,0,0,0,0,0.571,1.752,0.01,0.015,0,16.415,0.278,1.204,0.055,1.659,0.056,0,0.922,5.391,2.23,0.225,0,0.222,0.061,3.308,0,0,1.252,0.476,0,0,1.628,0.646,0,0,0,0,0,0,0,5.651,3.184,1.251,0.705,5.525,4.206,13.551,36.12,19.706,0,36.744,15.441,0,2.941,0,0,29.412,43.436,61.841,0,0,45.565,23.88,11.765,0,25,39.175,0,0,24.216,19.706,0,0,0,32.898,37.547,29.888,30.981,45.565
495815,L. Gojković,Luka,Gojković,30817,UTA Arad,amf,Mijlocaș Ofensiv,Midfielder,left,11/28/1999,Serbia,176,65,18,647,0,1,12,2,1,0,247,193,21,15,153,66,96,29,5,17,40,0,0,0.558,13.128,10.62,4.917,1.171,0.322,7.869,3.213,31.828,42.163,35.926,5.556,Attacking Midfielder,18,5,5,13,647,647,0,0,0,1,34,9,75,37,14,5,7,3,2,29,18,17,8,71,51,55,50,4,2,5,5,65,49,26,17,54,39,53,21,3,1,0,0,18,0,1,2,9,0,30,15,4,9,5,22,3,1.04,0.54,0,170,16,17,2,5,0,1,0,19,46,34,3,0,6,2,0,0,34,2,0,14,5,0,0,0,0,0,0,0,0,71,19,32,9,65,49,18.83,29.973,12.028,2.111,1.481,4.169,1.016,0.313,0.078,1.336,1.089,1.081,0,0.85,1.818,0.1,0,0,1.052,0.152,0,1.47,0,0.204,1.206,0.208,3.738,3.112,0.078,0.189,3.039,1.093,0.456,0.189,0.086,1.238,0.192,0,0.454,1.975,0,0.479,2.912,2.961,0,0.189,2.102,0.729,0.843,2.414,2.806,0.068,0,0,0.086,0.45,0.823,0.048,0.029,0,9.047,0.553,0.691,0.188,0.147,0,0,0.962,1.863,1.733,0.083,0,0,0.083,1.548,0.083,0,0.356,0.173,0,0,1.016,0.334,0,0,0,0,0,0,0,3.458,0.884,1.79,0.489,3.039,2.102,25.556,46.085,5.185,0,19.722,16.667,0,0,0,0,27.778,29.438,36.111,0,11.111,29.153,21.852,25.926,5.556,5.556,28.982,5.556,0,11.111,5.185,0,0,0,15.414,23.889,14.418,10.556,29.153
499666,O. Safronov,Oleksandr,Safronov,11663,FC Unirea Slobozia,rcb,Fundaș Central Stânga,Defender,right,6/11/1999,Ukraine,186,67,23,1795,0,0,0,0,2,0,571,460,1,1,210,79,149,77,15,89,176,0,0,0,24.494,19.788,6.388,3.233,0.755,8.736,3.353,64.099,36.627,4.348,0,Right Centre Back,23,18,4,5,1795,1795,0,0,0,0,93,23,18,7,63,29,11,0,0,64,40,4,1,257,177,34,33,3,2,1,1,225,207,103,52,185,163,5,2,0,0,0,0,0,0,0,1,0,0,36,20,3,3,1,17,0,0,0.06,0,315,1,8,0,74,0,1,10,12,134,69,3,2,31,16,1,1,81,1,2,63,29,0,0,0,0,0,0,0,0,126,71,6,1,225,207,19.307,32.198,2.97,7.502,3.922,0.694,2.563,0.443,0,2.827,0.157,0.042,0,3.52,6.703,0.086,0,0,0.08,0,0,0,0,0.04,1.56,0.08,11.103,1.398,0.12,0.039,9.654,4.332,0.12,0.039,0,0.775,0,0,0.977,0.253,0,0.039,7.705,1.358,0.079,0.039,8.915,2.164,0.042,7.563,0.199,0,0,0,0,0.858,1.717,0,0.003,0,13.563,0.042,0.33,0,2.883,0,0.038,0.535,5.781,3.061,0.12,0.092,0.416,0,3.561,0.04,0.092,1.294,0.72,0.046,0.046,2.563,1.267,0,0,0,0,0,0,0,5.387,3.063,0.203,0.042,9.654,8.915,17.874,16.667,39.904,0,53.359,2.174,0,0,0,0,13.043,56.697,55.652,8.696,4.348,68.741,40.487,4.348,0,1.448,53.742,4.348,4.348,30.435,39.904,0,0,0,49.056,61.188,13.043,4.348,68.741
499832,T. Christensen,Tobias,Christensen,11566,Rapid București,amf,Mijlocaș Ofensiv,Midfielder,left,5/11/2000,Norway,180,73,31,2407,1,4,46,10,3,0,1376,1181,66,47,541,199,311,76,6,64,130,0.028,0.123,1.395,44.336,38.113,9.922,2.527,0.206,17.497,6.237,74.454,36.72,56.152,17.742,Attacking Midfielder,31,27,17,4,2407,2407,1,0,0,0,140,27,318,136,30,10,32,9,2,213,146,20,10,418,306,303,288,31,9,14,13,420,387,128,71,214,144,141,54,26,10,3,1,35,0,0,6,39,0,53,26,17,36,14,73,14,4.06,4.77,0,1081,62,54,0,10,3,2,5,39,179,84,10,0,28,11,0,0,146,2,0,30,10,0,0,0,0,0,0,0,0,221,70,115,32,420,387,17.756,39.336,28.845,4.04,4.671,10.045,1.075,1.136,0.309,6.802,0.635,2.08,0.028,1.995,4.574,0.106,0,0,1.629,0.818,0.103,1.05,0,0.198,1.706,0.584,13.332,9.915,0.927,0.442,13.502,4.063,1.138,0.442,0,2.22,0.359,0.03,0.855,4.159,0.07,0.297,9.756,9.419,0.265,0.401,12.445,2.251,1.436,7.001,4.42,0.335,0.037,0,0,0.845,4.628,0.121,0.151,0,34.985,1.844,1.725,0,0.343,0.101,0.061,1.247,5.734,2.604,0.335,0,0.157,0.287,4.679,0.06,0,0.945,0.38,0,0,1.075,0.378,0,0,0,0,0,0,0,7.035,2.244,3.57,0.975,13.502,12.445,22.613,39.264,17.473,6.452,56.174,19.355,3.226,3.226,3.226,0,45.161,62.614,82.371,11.613,25.806,78.999,41.801,28.118,0,7.097,68.913,3.226,0,23.656,17.473,0,0,0,35.119,41.707,29.356,33.08,78.999
500774,André Duarte,André,Lourenço Duarte,11565,FCSB,rcb,Fundaș Central Dreapta,Defender,right,9/12/1997,Portugal,195,87,10,956,0,0,7,0,3,0,604,535,2,2,102,46,90,41,8,35,94,0,0,0.655,56.62,50.073,8.516,3.903,0.777,9.579,4.295,86.145,44.963,20,0,Right Centre Back,10,10,1,0,956,956,3,0,0,0,39,11,17,9,22,11,9,0,0,68,48,5,3,251,199,16,16,5,0,2,2,276,268,76,39,74,64,14,5,0,0,0,0,0,0,0,1,0,0,24,15,3,5,2,19,3,0.56,0.15,0,442,10,11,0,21,0,0,5,6,109,26,0,4,7,4,0,4,84,0,4,22,11,0,0,0,0,0,0,0,0,65,29,10,2,276,268,22.103,40.074,11.76,8.815,3.681,1.609,2.061,0.843,0,6.349,0.466,0.189,0.283,3.331,6.059,0.282,0,0,0.469,0,0,0,0,0.091,2.233,0.281,23.583,1.511,0.483,0.189,25.807,7.207,0.468,0.189,0,1.763,0.281,0.092,1.024,0.836,0,0.28,18.639,1.511,0,0.189,25.061,3.681,0.189,7.012,1.31,0,0,0,0,1.401,4.458,0.053,0.013,0,41.401,0.933,1.015,0,1.976,0,0,0.556,10.27,2.431,0,0.372,0.481,0,7.887,0,0.372,0.669,0.376,0,0.372,2.061,1.04,0,0,0,0,0,0,0,6.097,2.729,0.93,0.189,25.807,25.061,22.679,38.667,40.5,0,61.945,11.667,0,0,0,0,60,77.139,70,0,10,96.746,55.439,5,0,20,72.864,0,30,35,40.5,0,0,0,62.759,66.547,40.667,20,96.746
503199,R. Opruț,Raul,Opruț,11564,Dinamo București,lb,Fundaș Lateral Stânga,Defender,left,1/4/1998,Romania,184,78,35,3214,5,2,21,7,4,0,1539,1255,31,26,650,266,373,136,8,152,390,0.133,0.053,0.575,42.925,35.024,10.46,3.798,0.216,18.144,7.465,80.188,41.149,46.429,12.381,Left Back,35,35,8,0,3214,3214,2,0,0,0,304,78,112,60,136,72,42,4,2,150,107,102,34,500,350,257,244,4,1,17,17,451,371,110,51,468,384,158,62,0,0,0,0,0,0,0,2,8,0,98,56,3,28,17,106,13,1.27,2.42,0,1121,37,27,6,82,1,1,6,22,269,166,12,0,79,41,0,0,190,7,0,136,72,0,0,0,0,0,0,0,0,397,220,49,19,451,371,17.608,33.673,22.043,10.888,8.383,3.184,3.771,1.177,0.123,4.197,2.781,0.859,0.051,4.227,10.623,0.116,0,0,1.691,0,0,0,0,0.071,2.806,0.08,13.94,7.135,0.112,0.451,12.546,3.036,0.759,0.451,0,2.951,0.371,0,2.189,1.649,0.063,0.918,9.739,6.781,0.027,0.451,10.328,1.413,0.713,12.953,4.338,0,0,0,0,1.597,3.008,0.033,0.065,0,31.321,1.009,0.765,0.174,2.261,0.026,0.026,0.617,7.509,4.618,0.343,0,0.167,0.185,5.323,0.195,0,2.184,1.127,0,0,3.771,2.03,0,0,0,0,0,0,0,11.03,6.053,1.35,0.525,12.546,10.328,26.868,52.244,48.207,5.714,65.678,24.537,2.857,8.095,0,0,42.857,69.02,94.963,2.857,34.286,77.582,43.983,25.238,0,6.666,71.392,15.714,0,45.714,48.207,0,0,0,60.488,70.846,44.496,36.667,77.582
504570,M. Etim,Monday Bassey,Etim,26233,Universitatea Craiova,cf,Atacant Central,Forward,right,12/4/1998,Nigeria,175,73,24,992,4,2,18,5,1,1,274,216,28,21,201,68,124,38,1,18,35,0.187,0.09,0.747,11.968,9.4,4.96,1.279,0,7.428,2.178,35.293,37.751,45.833,8.333,Striker,24,11,10,13,992,992,4,1,0,26,39,5,84,38,48,17,16,3,2,18,14,17,5,37,21,92,85,3,1,8,8,76,60,10,4,58,40,66,26,0,0,0,0,0,0,21,2,29,0,30,8,8,12,8,25,2,3.28,1.36,0,201,41,11,2,9,0,0,1,18,29,23,1,0,5,1,0,0,19,0,0,48,17,0,0,0,0,0,0,0,0,78,21,32,14,76,60,15.912,11.08,19.308,1.309,1.262,3.293,1.74,0.548,0.142,0.964,0.395,1.06,0.16,0.774,1.359,0.053,0,0,0.731,0,0,0,0,0.06,1.133,0.224,1.619,3.874,0.132,0.318,3.46,0.492,0.479,0.318,1.27,1.145,0.06,0,0.045,1.312,0.06,0.12,0.868,3.492,0,0.318,2.821,0.258,0.775,2.037,2.343,0,0,0,1.046,0.221,0.648,0.13,0.054,0,9.138,1.548,0.423,0,0.28,0,0,0.658,1.104,0.909,0,0,0,0.187,0.752,0,0,0.171,0,0,0,1.74,0.6,0,0,0,0,0,0,0,2.442,0.585,1.037,0.364,3.46,2.821,12.639,46.111,14.479,4.167,31.25,6.25,0,12.5,0,0,41.667,25,40.608,0,16.667,37.048,10.417,11.111,26.588,2.083,26.042,0,0,0,14.479,0,0,0,16.282,17.222,16.759,10.417,37.048
506853,M. Drammeh,Mouhamadou,Drammeh,60374,Universitatea Cluj,rcmf,Mijlocaș Central Dr.,Midfielder,left,5/15/1999,France,188,80,21,1471,5,2,32,10,4,0,628,552,51,41,305,133,154,65,9,49,102,0.258,0.054,1.533,31.48,27.687,7.477,3.186,0.347,14.887,6.229,69.692,45.293,60.261,25.08,Right Centre Midfielder,21,15,9,6,1471,1471,2,0,0,0,89,16,157,85,27,20,25,4,1,100,83,12,3,178,138,117,113,8,1,8,8,223,206,24,12,148,109,99,46,0,0,0,0,0,0,0,13,10,0,32,12,9,12,8,52,8,2.74,0.95,0,479,35,47,0,9,1,1,2,33,77,59,10,0,17,7,0,0,62,3,0,27,20,0,0,0,0,0,0,0,0,151,50,69,32,223,206,16.883,16.056,27.11,5.309,4.653,7.428,1.192,1.305,0.146,4.786,0.57,2.178,0.096,2.426,5.691,0.23,0,0,2.048,0,0,0,0,0.582,1.612,0.303,8.647,5.832,0.344,0.312,11.585,1.199,0.554,0.312,0,2.716,0.395,0,0.937,3.832,0.044,0.147,6.693,5.595,0.046,0.312,10.773,0.621,1.671,7.631,4.427,0,0,0,0,0.533,3.918,0.125,0.04,0,23.867,1.557,1.978,0,0.489,0.051,0.051,1.556,3.847,3.21,0.552,0,0.104,0.49,2.986,0.17,0,0.938,0.438,0,0,1.192,0.925,0,0,0,0,0,0,0,7.429,2.715,3.256,1.366,11.585,10.773,17.273,56.238,33.969,4.762,57.891,14.286,4.762,12.699,0,0,52.381,61.19,77.381,4.762,23.81,73.89,27.755,23.81,0,10.714,62.098,14.286,0,21.429,33.969,0,0,0,40.724,38.821,36.628,37.245,73.89
507174,R. Neacşu,Robert Cornel,Neacşu,11943,Metaloglobus,lb,Fundaș Lateral Stânga,Defender,,1/30/2000,Romania,167,61,15,877,0,0,12,2,2,0,278,192,13,8,125,42,121,38,8,44,59,0,0,0.895,20.957,14.801,8.605,2.556,0.539,9.347,3.108,52.149,29.127,33.333,8.889,Left Back,15,9,7,6,877,877,0,0,0,0,57,13,31,15,20,6,13,0,0,38,17,22,10,136,84,34,34,3,1,0,0,73,49,63,30,104,86,47,20,7,5,1,0,9,0,0,3,6,0,17,8,2,4,0,13,1,0.25,0.27,0,191,7,13,0,24,0,0,6,5,75,24,3,0,25,13,0,0,56,2,0,20,6,0,0,0,0,0,0,0,0,66,39,13,8,73,49,19.991,26.715,16.107,4.531,4.235,2.269,1.692,1.016,0,2.925,1.627,0.872,0,3.164,6.3,0.177,0,0,1.378,0.672,0.071,0.739,0,0.208,1.151,0.121,10.767,2.221,0.072,0,5.315,4.81,0.281,0,0,0.991,0.087,0.072,0.965,1.125,0,0.625,6.839,2.221,0.072,0,3.941,2.481,0.607,7.591,3.393,0.528,0,0,0,0.573,1.437,0.017,0.018,0,14.529,0.393,1.021,0,1.771,0,0,0.487,5.913,1.949,0.192,0,0.527,0.142,4.54,0.134,0,1.737,0.997,0,0,1.692,0.448,0,0,0,0,0,0,0,4.961,2.943,0.995,0.613,5.315,3.941,15.667,45.555,16.333,0,35.278,24.445,0,0,0,0,0,42.335,53.333,6.667,0,55.829,36.183,13.333,0,10,53.614,13.333,0,31.667,16.333,0,0,0,39.561,47.524,40.667,31.111,55.829
507596,Conrado,Conrado,Buchanelli Holz,11571,FC Oțelul Galați,lb,Fundaș Lateral Stânga,Defender,left,4/3/1997,Brazil,173,73,26,2298,7,0,25,11,2,1,893,651,84,61,519,235,321,117,17,82,225,0.251,0,0.86,31.942,23.271,11.794,4.319,0.637,18.44,8.337,66.758,43.736,64.092,22.436,Left Back,26,24,2,2,2298,2298,0,1,6,2,184,47,198,116,64,33,30,3,1,109,69,92,23,393,262,124,117,7,1,7,7,202,143,123,52,280,221,204,90,16,7,2,0,7,6,2,12,4,0,73,39,8,16,7,62,9,5.28,1.82,0,618,32,58,2,44,1,0,9,42,195,86,14,0,54,26,0,0,124,10,0,64,33,0,0,0,0,0,0,0,0,298,125,101,55,202,143,18.978,34.452,24.638,8.005,6.374,6.968,2.51,1.104,0.106,3.906,3.247,2.985,0,3.012,7.752,0.07,0,0,3.095,0.545,0.037,0.259,0.214,0.416,2.587,0.32,14.042,4.461,0.212,0.218,7.231,4.34,0.488,0.218,0.144,2.152,0.323,0.108,1.626,4.008,0.036,0.737,9.399,4.204,0.034,0.218,5.058,1.874,2.151,9.876,7.197,0.249,0,0.214,0.144,1.378,2.504,0.189,0.06,0,22.017,1.12,1.983,0.071,1.594,0.037,0,1.444,6.964,3.115,0.49,0,0.308,0.393,4.42,0.348,0,1.821,0.845,0,0,2.51,1.325,0,0,0,0,0,0,0,10.426,4.252,3.473,1.93,7.231,5.058,23.263,57.24,38.846,3.846,59.515,20.517,0,14.743,0,23.077,38.462,62.939,85,3.846,23.077,61.463,38.814,34.615,3.846,5.769,56.22,27.564,0,34.743,38.846,0,0,0,51.478,58.683,46.624,55.113,61.463
